"id","contrato_id","plano_servico_id","quantidade","valor_unitario","valor_total","modalidade","valor_original","valor_negociado","desconto_percentual","tipo_desconto","valor_desconto","valor_final","economia","vigencia_desconto","periodo_desconto","apos_periodo","forma_pagamento","num_parcelas","valor_parcela","observacoes"
"746","483","24","1","6997.00","6997.00","pontual","5497.00","6997.00","87.32",NULL,"0.00","6997.00","-1500.00","permanente",,"valor_original","parcelado","3","0.00",NULL
"712","457","66","1","40000.00","40000.00","pontual","40000.00","40000.00","0.00",NULL,"0.00","40000.00","0.00","permanente",,"valor_original","parcelado","6","0.00",NULL
"713","458","25","1","6497.00","6497.00","recorrente","6497.00","6497.00","0.00",NULL,"0.00","6497.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"714","458","60","1","7000.00","7000.00","pontual","10000.00","7000.00","30.00",NULL,"0.00","7000.00","3000.00","permanente",,"valor_original","avista","2","0.00",NULL
"715","459","53","1","1997.00","1997.00","recorrente","3000.00","1997.00","33.43",NULL,"0.00","1997.00","1003.00","permanente",,"valor_original","avista","2","0.00",NULL
"716","460","53","1","1997.00","1997.00","recorrente","3000.00","1997.00","33.43",NULL,"0.00","1997.00","1003.00","permanente",,"valor_original","avista","2","0.00",NULL
"717","461","24","1","7000.00","7000.00","pontual","5497.00","7000.00","87.27",NULL,"0.00","7000.00","-1503.00","permanente",,"valor_original","parcelado","3","0.00",NULL
"852","544","67","1","21988.00","21988.00","pontual","5497.00","21988.00","60.01",NULL,"0.00","21988.00","-16491.00","permanente",,"valor_original","parcelado","8","0.00",NULL
"851","543","46","1","297.00","297.00","recorrente","5000.00","297.00","94.06",NULL,"0.00","297.00","4703.00","permanente",,"valor_original","avista","2","0.00",NULL
"810","518","67","1","6000.00","6000.00","pontual","5497.00","6000.00","89.08",NULL,"0.00","6000.00","-503.00","permanente",,"valor_original","parcelado","2","0.00",NULL
"831","533","24","1","5497.00","5497.00","pontual","5497.00","5497.00","0.00",NULL,"0.00","5497.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"722","464","66","1","40000.00","40000.00","pontual","40000.00","40000.00","0.00",NULL,"0.00","40000.00","0.00","permanente",,"valor_original","parcelado","6","0.00",NULL
"723","465","21","1","3297.00","3297.00","recorrente","2997.00","3297.00","89.02",NULL,"0.00","3297.00","-300.00","permanente",,"valor_original","avista","2","0.00",NULL
"724","465","46","1","5000.00","5000.00","pontual","5000.00","5000.00","0.00",NULL,"0.00","5000.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"725","466","24","1","21988.00","21988.00","pontual","5497.00","21988.00","60.01",NULL,"0.00","21988.00","-16491.00","permanente",,"valor_original","parcelado","8","0.00",NULL
"728","469","21","1","3997.00","3997.00","recorrente","2997.00","3997.00","66.73",NULL,"0.00","3997.00","-1000.00","permanente",,"valor_original","avista","2","0.00",NULL
"727","468","41","1","497.00","497.00","recorrente","497.00","497.00","0.00",NULL,"0.00","497.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"729","469","54","1","2997.00","2997.00","pontual","2997.00","2997.00","0.00",NULL,"0.00","2997.00","0.00","permanente",,"valor_original","parcelado","3","0.00",NULL
"731","471","21","1","2997.00","2997.00","recorrente","2997.00","2997.00","0.00",NULL,"0.00","2997.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"747","484","65","1","40000.00","40000.00","pontual","40000.00","40000.00","0.00",NULL,"0.00","40000.00","0.00","permanente",,"valor_original","parcelado","4","0.00",NULL
"850","543","46","1","5000.00","5000.00","pontual","5000.00","5000.00","0.00",NULL,"0.00","5000.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"791","505","69","1","13997.00","13997.00","pontual","11997.00","13997.00","0.00",NULL,"0.00","13997.00","-2000.00","permanente",,"valor_original","avista","2","0.00",NULL
"822","526","21","1","6997.00","6997.00","recorrente","2997.00","6997.00","76.68",NULL,"0.00","6997.00","-4000.00","permanente",,"valor_original","avista","2","0.00",NULL
"738","478","22","1","2750.00","2750.00","recorrente","2750.00","2750.00","0.00",NULL,"0.00","2750.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"775","498","38","1","15000.00","15000.00","pontual","20000.00","15000.00","25.00",NULL,"0.00","15000.00","5000.00","permanente",,"valor_original","parcelado","6","0.00",NULL
"805","515","67","1","6000.00","6000.00","pontual","5497.00","6000.00","89.08",NULL,"0.00","6000.00","-503.00","permanente",,"valor_original","parcelado","3","0.00",NULL
"758","489","32","1","8500.00","8500.00","recorrente","10000.00","8500.00","15.00",NULL,"0.00","8500.00","1500.00","permanente",,"valor_original","avista","2","0.00",NULL
"830","533","21","1","2500.00","2500.00","recorrente","2997.00","2500.00","16.58",NULL,"0.00","2500.00","497.00","permanente",,"valor_original","avista","2","0.00",NULL
"812","520","21","1","2500.00","2500.00","recorrente","2997.00","2500.00","16.58",NULL,"0.00","2500.00","497.00","temporario","3","valor_original","avista","2","0.00",NULL
"755","488","24","1","21988.00","21988.00","pontual","5497.00","21988.00","99.62",NULL,"0.00","21988.00","-16491.00","permanente",,"valor_original","parcelado","12","0.00",NULL
"756","488","21","1","2997.00","2997.00","recorrente","2997.00","2997.00","0.00",NULL,"0.00","2997.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"757","488","51","1","2997.00","2997.00","pontual","2997.00","2997.00","0.00",NULL,"0.00","2997.00","0.00","permanente",,"valor_original","parcelado","12","0.00",NULL
"804","514","67","1","21988.00","21988.00","pontual","5497.00","21988.00","60.01",NULL,"0.00","21988.00","-16491.00","permanente",,"valor_original","parcelado","12","0.00",NULL
"762","491","24","1","21988.00","21988.00","pontual","5497.00","21988.00","60.01",NULL,"0.00","21988.00","-16491.00","permanente",,"valor_original","parcelado","12","0.00",NULL
"763","491","21","1","2997.00","2997.00","recorrente","2997.00","2997.00","0.00",NULL,"0.00","2997.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"764","491","51","1","2997.00","2997.00","pontual","2997.00","2997.00","0.00",NULL,"0.00","2997.00","0.00","permanente",,"valor_original","parcelado","12","0.00",NULL
"765","492","38","1","15000.00","15000.00","pontual","20000.00","15000.00","25.00",NULL,"0.00","15000.00","5000.00","permanente",,"valor_original","avista","2","0.00",NULL
"766","493","21","1","2997.00","2997.00","recorrente","2997.00","2997.00","0.00",NULL,"0.00","2997.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"767","493","54","1","2997.00","2997.00","pontual","2997.00","2997.00","0.00",NULL,"0.00","2997.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"768","494","32","1","8500.00","8500.00","recorrente","10000.00","8500.00","15.00",NULL,"0.00","8500.00","1500.00","permanente",,"valor_original","avista","2","0.00",NULL
"769","494","24","1","6500.00","6500.00","recorrente","5497.00","6500.00","90.90",NULL,"0.00","6500.00","-1003.00","permanente",,"valor_original","avista","2","0.00",NULL
"770","495","25","1","8000.00","8000.00","pontual","6497.00","8000.00","87.69",NULL,"0.00","8000.00","-1503.00","permanente",,"valor_original","parcelado","3","0.00",NULL
"771","495","22","1","2500.00","2500.00","recorrente","2750.00","2500.00","9.09",NULL,"0.00","2500.00","250.00","permanente",,"valor_original","avista","2","0.00",NULL
"772","496","22","1","3997.00","3997.00","recorrente","2750.00","3997.00","85.49",NULL,"0.00","3997.00","-1247.00","permanente",,"valor_original","avista","2","0.00",NULL
"815","522","23","1","3000.00","3000.00","recorrente","3997.00","3000.00","24.94",NULL,"0.00","3000.00","997.00","temporario","3","valor_original","avista","2","0.00",NULL
"814","522","21","1","6997.00","6997.00","recorrente","2997.00","6997.00","66.73",NULL,"0.00","6997.00","-4000.00","temporario","3","valor_original","avista","2","0.00",NULL
"806","516","22","1","2300.00","2300.00","recorrente","2750.00","2300.00","16.36",NULL,"0.00","2300.00","450.00","permanente",,"valor_original","avista","2","0.00",NULL
"787","503","54","1","2997.00","2997.00","pontual","2997.00","2997.00","0.00",NULL,"0.00","2997.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"786","503","21","1","2500.00","2500.00","recorrente","2997.00","2500.00","16.58",NULL,"0.00","2500.00","497.00","temporario","3","valor_original","avista","2","0.00",NULL
"781","501","67","1","21988.00","21988.00","pontual","5497.00","21988.00","96.02",NULL,"0.00","21988.00","-16491.00","temporario",,"valor_original","parcelado","12","0.00",NULL
"782","501","21","1","2997.00","2997.00","recorrente","2997.00","2997.00","0.00",NULL,"0.00","2997.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"803","513","21","1","3500.00","3500.00","recorrente","2997.00","3500.00","88.32",NULL,"0.00","3500.00","-503.00","permanente",,"valor_original","avista","2","0.00",NULL
"788","504","34","1","15000.00","15000.00","recorrente","20000.00","15000.00","25.00",NULL,"0.00","15000.00","5000.00","permanente",,"valor_original","avista","2","0.00",NULL
"789","504","25","1","6497.00","6497.00","recorrente","6497.00","6497.00","0.00",NULL,"0.00","6497.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"790","504","36","1","20000.00","20000.00","pontual","11997.00","20000.00","83.33",NULL,"0.00","20000.00","-8003.00","permanente",,"valor_original","parcelado","4","0.00",NULL
"792","506","21","1","4997.00","4997.00","recorrente","2997.00","4997.00","83.35",NULL,"0.00","4997.00","-2000.00","permanente",,"valor_original","avista","2","0.00",NULL
"793","506","22","1","2750.00","2750.00","recorrente","2750.00","2750.00","0.00",NULL,"0.00","2750.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"794","506","54","1","2997.00","2997.00","pontual","2997.00","2997.00","0.00",NULL,"0.00","2997.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"798","510","68","1","25988.00","25988.00","pontual","6497.00","25988.00","60.01",NULL,"0.00","25988.00","-19491.00","permanente",,"valor_original","parcelado","8","0.00",NULL
"799","511","21","1","4997.00","4997.00","recorrente","2997.00","4997.00","83.35",NULL,"0.00","4997.00","-2000.00","permanente",,"valor_original","avista","2","0.00",NULL
"800","511","24","1","6997.00","6997.00","recorrente","5497.00","6997.00","87.28",NULL,"0.00","6997.00","-1500.00","permanente",,"valor_original","avista","2","0.00",NULL
"801","511","54","1","2997.00","2997.00","pontual","2997.00","2997.00","0.00",NULL,"0.00","2997.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"816","523","54","1","8900.00","8900.00","pontual","2997.00","8900.00","70.30",NULL,"0.00","8900.00","-5903.00","permanente",,"valor_original","parcelado","3","0.00",NULL
"817","523","21","1","2997.00","2997.00","recorrente","2997.00","2997.00","0.00",NULL,"0.00","2997.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"818","523","67","1","21988.00","21988.00","pontual","5497.00","21988.00","60.01",NULL,"0.00","21988.00","-16491.00","permanente",,"valor_original","parcelado","8","0.00",NULL
"819","524","69","1","47988.00","47988.00","pontual","11997.00","47988.00","60.01",NULL,"0.00","47988.00","-35991.00","permanente",,"valor_original","parcelado","12","0.00",NULL
"820","524","21","1","11998.00","11998.00","recorrente","2997.00","11998.00","59.99",NULL,"0.00","11998.00","-9001.00","permanente",,"valor_original","avista","2","0.00",NULL
"823","526","23","1","3497.00","3497.00","recorrente","3997.00","3497.00","12.51",NULL,"0.00","3497.00","500.00","permanente",,"valor_original","avista","2","0.00",NULL
"824","527","21","1","2147.00","2147.00","recorrente","2997.00","2147.00","28.36",NULL,"0.00","2147.00","850.00","permanente",,"valor_original","avista","2","0.00",NULL
"838","537","22","1","3000.00","3000.00","pontual","2750.00","3000.00","89.09",NULL,"0.00","3000.00","-250.00","permanente",,"valor_original","parcelado","2","0.00",NULL
"828","531","24","1","5497.00","5497.00","pontual","5497.00","5497.00","0.00",NULL,"0.00","5497.00","0.00","permanente",,"valor_original","parcelado","4","0.00",NULL
"832","534","21","1","8997.00","8997.00","recorrente","2997.00","8997.00","70.00",NULL,"0.00","8997.00","-6000.00","permanente",,"valor_original","avista","2","0.00",NULL
"833","534","24","1","6997.00","6997.00","recorrente","5497.00","6997.00","87.28",NULL,"0.00","6997.00","-1500.00","permanente",,"valor_original","avista","2","0.00",NULL
"834","534","22","1","2997.00","2997.00","recorrente","2750.00","2997.00","0.00",NULL,"0.00","2997.00","-247.00","permanente",,"valor_original","avista","2","0.00",NULL
"835","534","32","1","10000.00","10000.00","recorrente","10000.00","10000.00","0.00",NULL,"0.00","10000.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"836","535","21","1","2997.00","2997.00","recorrente","2997.00","2997.00","0.00",NULL,"0.00","2997.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"837","536","22","1","2300.00","2300.00","recorrente","2750.00","2300.00","16.36",NULL,"0.00","2300.00","450.00","temporario","3","valor_original","avista","2","0.00",NULL
"839","538","21","1","2997.00","2997.00","recorrente","2997.00","2997.00","0.00",NULL,"0.00","2997.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"840","538","67","1","5497.00","5497.00","pontual","5497.00","5497.00","0.00",NULL,"0.00","5497.00","0.00","permanente",,"valor_original","parcelado","4","0.00",NULL
"841","539","21","1","3997.00","3997.00","recorrente","2997.00","3997.00","86.69",NULL,"0.00","3997.00","-1000.00","permanente",,"valor_original","avista","2","0.00",NULL
"842","539","22","1","2750.00","2750.00","recorrente","2750.00","2750.00","0.00",NULL,"0.00","2750.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"843","539","67","1","21988.00","21988.00","pontual","5497.00","21988.00","60.01",NULL,"0.00","21988.00","-16491.00","permanente",,"valor_original","parcelado","6","0.00",NULL
"844","540","24","1","5497.00","5497.00","pontual","5497.00","5497.00","0.00",NULL,"0.00","5497.00","0.00","permanente",,"valor_original","parcelado","4","0.00",NULL
"845","540","24","1","5497.00","5497.00","pontual","5497.00","5497.00","0.00",NULL,"0.00","5497.00","0.00","permanente",,"valor_original","parcelado","4","0.00",NULL
"846","541","21","1","2997.00","2997.00","recorrente","2997.00","2997.00","0.00",NULL,"0.00","2997.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"847","541","54","1","1500.00","1500.00","pontual","2997.00","1500.00","49.95",NULL,"0.00","1500.00","1497.00","permanente",,"valor_original","parcelado","10","0.00",NULL
"848","541","38","1","15000.00","15000.00","pontual","20000.00","15000.00","25.00",NULL,"0.00","15000.00","5000.00","permanente",,"valor_original","parcelado","10","0.00",NULL
"853","544","22","1","2750.00","2750.00","recorrente","2750.00","2750.00","0.00",NULL,"0.00","2750.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"854","544","21","1","2997.00","2997.00","recorrente","2997.00","2997.00","0.00",NULL,"0.00","2997.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"855","545","38","1","30000.00","30000.00","pontual","20000.00","30000.00","85.00",NULL,"0.00","30000.00","-10000.00","permanente",,"valor_original","parcelado","5","0.00",NULL
"861","550","21","1","8997.00","8997.00","recorrente","2997.00","8997.00","0.00",NULL,"0.00","8997.00","-6000.00","permanente",,"valor_original","avista","2","0.00",NULL
"860","549","38","1","30000.00","30000.00","pontual","20000.00","30000.00","85.00",NULL,"0.00","30000.00","-10000.00","permanente",,"valor_original","parcelado","5","0.00",NULL
"858","547","32","1","8500.00","8500.00","recorrente","10000.00","8500.00","15.00",NULL,"0.00","8500.00","1500.00","permanente",,"valor_original","avista","2","0.00",NULL
"859","548","38","1","14500.00","14500.00","pontual","20000.00","14500.00","27.50",NULL,"0.00","14500.00","5500.00","permanente",,"valor_original","parcelado","5","0.00",NULL
"862","550","24","1","6997.00","6997.00","recorrente","5497.00","6997.00","0.00",NULL,"0.00","6997.00","-1500.00","permanente",,"valor_original","avista","2","0.00",NULL
"863","550","22","1","2997.00","2997.00","recorrente","2750.00","2997.00","0.00",NULL,"0.00","2997.00","-247.00","permanente",,"valor_original","avista","2","0.00",NULL
"864","551","21","1","2997.00","2997.00","recorrente","2997.00","2997.00","0.00",NULL,"0.00","2997.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"865","552","40","1","2997.00","2997.00","pontual","5000.00","2997.00","40.06",NULL,"0.00","2997.00","2003.00","permanente",,"valor_original","avista","2","0.00",NULL
